amount,hour_of_day,day_of_week,transaction_count_24h,distance_from_home,is_international,account_age_days,avg_tx_amount,device_change,is_fraud
147140.85416306657,9,4,7,4.153328795430443,0,401,127183.29289031397,0,0
118417.34357513793,10,0,1,20.02773817474756,1,2716,129391.22283071661,0,0
87764.54000582674,3,6,10,10.299260523445149,0,750,26076.059931515905,0,0
145085.1328828805,23,0,18,7.863569788881114,0,951,340899.3242389606,0,0
726110.4942347235,2,1,16,21.31291317281582,0,2851,6723.017419159995,0,0
51391.027230510335,8,1,4,40.25862683057809,1,896,2832.1656325721715,0,0
122353.02271355284,4,5,9,22.70082264918259,0,2579,147374.92515310776,0,0
47346.81923785291,0,4,23,12.451554167212432,0,3165,136749.01851932541,1,0
43395.39166094073,10,2,18,21.50947118112906,0,2547,99810.97521742526,0,0
190327.28543883536,7,1,11,23.79168408619781,0,2640,152183.48042079434,0,0
85510.89511459446,20,0,12,29.837597617979608,0,2820,11839.10682472535,0,0
12853.051577544295,4,4,8,7.335901999268524,0,3477,8046.427373497928,0,0
51670.285744674475,1,2,1,2.430559015657054,0,3582,278947.3058482436,0,0
159235.62361558204,8,4,8,22.906535963389967,1,2673,78303.94364402823,0,0
281337.93681721285,5,0,5,2.581336615415361,0,115,201905.18534073757,0,0
95302.76668372547,10,1,1,12.398477956838631,1,2622,189534.94394391615,0,1
50122.80108452724,9,1,3,5.245527826175024,0,1665,84706.68604486878,0,0
29032.876063656167,11,3,27,8.071469263567417,0,2899,79211.02490683907,0,0
54822.241139254715,2,3,13,12.72114944746055,0,3379,35696.193993779074,0,0
83391.49275344165,6,5,29,45.30128430457064,0,3188,12917.798737201465,0,0
442.65188849934066,17,5,29,22.8151843650151,1,3180,92823.2601788083,0,0
31290.117953981495,22,5,16,3.766068923918894,0,1242,136238.6228811133,0,0
111326.69653765215,11,4,23,42.31338743265915,0,716,62930.50229993133,0,0
111849.7561348997,10,4,12,13.884675607070065,0,37,4176.687798527773,0,0
105844.9871369217,1,2,7,4.569504437665516,0,2012,12524.6051221289,0,0
299458.0132289038,20,5,8,14.99173366930967,0,2084,8603.283606380839,0,0
84059.35916734781,9,1,11,4.237289818744409,0,2373,85796.19260534081,0,0
31433.828103741896,12,5,13,9.155971566266132,0,643,66553.96065936625,0,0
166925.5291661038,12,1,11,32.74891525911904,0,2447,50263.74073701625,0,0
49327.609341394935,14,5,4,21.494919938362763,0,3011,62717.30266776637,0,0
27350.376572075842,12,3,6,12.999529668784275,0,333,25832.121288210412,0,0
81361.91330573734,8,0,28,5.135023819651817,0,2757,130668.6062298888,0,0
34113.127664078296,5,0,23,6.63043374142447,0,3433,31864.692302539308,0,0
50444.60799195933,2,5,24,76.55033727407503,0,2327,82693.67651798566,0,0
118142.08825976138,19,3,19,8.399500279958852,0,47,39658.44328124663,0,0
550857.3466883781,19,4,21,19.14889889467203,0,3286,5992.240584969865,0,0
103488.17014478578,8,5,8,13.852873651011027,1,3618,23759.50870174294,0,0
32362.695659425433,3,6,6,0.4675034122451321,0,1833,268417.64202326996,0,0
9482.239334431453,19,5,17,57.89053389994073,0,2778,16910.749034207205,0,0
44936.62630227214,4,6,18,1.8407545641429233,0,1839,8868.151350573125,0,0
1949.957248638424,21,6,3,21.50032226620077,1,2207,27529.154646091523,0,0
62503.01982462131,23,1,12,33.322732225303426,0,35,168250.16854583405,0,0
107876.19187632677,11,1,15,27.624917951101466,0,1927,29225.711567874452,0,0
71702.18794810626,16,5,7,33.13586547202407,0,2536,43217.62766663248,0,0
200457.38165469357,4,1,13,26.919947662386242,0,2873,29694.01342028516,0,0
68131.76005235933,3,0,10,11.796372569302719,0,1760,360596.75993790507,0,0
62060.34010192478,7,4,19,45.32016359379462,0,510,719039.2212563189,0,1
37059.59359256169,8,6,9,48.70886882797134,0,2677,52741.83617665262,0,0
181777.72388982153,16,5,25,11.487910163852009,1,2966,122904.55408692898,0,0
233923.52924022597,23,0,28,13.263084001179097,0,2709,19883.046165595373,0,0
381302.58267448685,7,4,12,13.296886127534723,0,1261,37510.119952476656,0,0
397437.70393075503,4,3,28,6.539627295834416,0,1383,90989.83060401307,0,0
393343.18522866105,9,4,11,2.4419205118022442,0,1585,26986.589377501314,0,0
124465.21507699665,17,6,24,6.075674160571896,0,3119,20360.288500902625,0,0
82702.81248539714,22,0,25,37.17129864158644,0,3173,204328.070519117,0,0
18915.82302590836,13,1,8,15.66389865145018,0,1947,22408.660867576444,0,0
145698.80168767646,4,0,9,37.96883699268095,0,2826,4888.593677589636,0,0
132757.32786287376,14,3,4,27.342539690708367,0,2646,111252.47318247834,0,0
184770.87926585323,4,1,20,8.573073370919488,0,3500,22299.71982237786,0,0
62073.55007889217,21,0,5,4.099013507975496,0,2995,47853.74961871775,0,0
222953.4077075247,11,1,7,16.75050659116347,0,402,9462.785979450387,0,0
126824.23657754825,9,6,9,54.932714476433986,0,1988,5678.065046487193,0,0
18768.632677176516,7,3,4,36.57866338427447,0,1773,49360.943857048165,1,0
23181.039631159325,0,4,23,28.864533030532563,0,2915,32889.08350670779,1,0
168343.71576120495,2,4,12,28.89322761700797,0,3046,56405.47286100288,0,0
55459.18938322332,15,6,12,15.005075014213872,1,2342,270003.2113967806,0,0
28636.686657292244,22,6,6,3.7151820179306663,0,2596,41857.27018628161,0,0
54917.93141093105,10,2,13,6.7246929901288555,0,3388,73836.45220426566,1,0
17599.489282609786,8,1,9,17.249921212995428,1,2756,8215.382489701009,0,0
222318.88671021382,9,5,25,7.606283960714216,0,237,173666.74627616385,0,1
7422.734979070091,1,3,9,30.425496888703183,0,1610,131134.51315761925,0,0
43578.23389094166,19,0,21,9.343090193387615,0,864,59119.71082714365,0,0
81402.47076585186,10,5,3,2.418429902516124,0,842,16206.206477885204,0,0
206866.48263971214,19,0,13,30.515207424807436,0,2795,44403.0910412003,0,0
152119.30374906262,10,2,6,23.955188499698245,0,3501,28235.58088220863,0,0
2267.8815289955414,6,0,18,5.838001874991257,0,330,416484.66173578013,0,0
174438.82697664216,20,6,23,79.3879897266617,1,459,53999.16869059088,0,1
101644.27958745786,10,3,14,10.323113519332193,0,1650,43886.782998175564,1,0
14311.822646612925,4,3,29,22.817498502333766,0,1767,14815.652993071584,0,0
96096.79591580397,22,6,23,48.25881466301375,0,1673,21861.20779415079,0,0
170316.7537604637,11,4,2,3.3919748422536418,0,3085,99469.1419660077,0,0
92158.43953286837,17,1,6,42.24289675580919,0,185,61241.832695308956,0,0
706645.2855478453,23,1,20,24.342029822335505,0,1002,35457.26001319926,0,1
70725.30453968603,21,0,7,3.667949282432818,0,82,28193.428414477734,0,0
111819.60446544045,4,1,8,21.843392667956913,0,1391,17925.54299842339,0,0
7297.2400371807535,14,6,10,41.52104467673983,0,313,2758.8599502977945,0,0
167770.69710462587,11,2,13,32.09054060997588,0,3237,302304.2230229301,1,0
97844.0172420945,0,1,27,28.592972224880796,1,2991,111905.10456029284,0,1
82380.910324464,17,5,1,3.5189061270748785,1,523,210343.72265234074,0,0
123377.48771740726,5,6,5,4.229836702610122,0,1948,42557.249424707494,0,0
82213.97733008217,5,0,25,15.868919676955509,0,1542,162838.71924638952,0,0
145436.515136785,10,1,2,17.35696573691493,0,910,23684.01737016759,0,0
87590.62573857815,10,5,4,57.51425742852926,0,2735,57041.02641707247,0,0
73408.13330666278,15,3,24,12.647866293693879,0,1821,18099.813112655145,0,0
14504.829799377658,5,3,12,7.205130066054765,0,103,117691.43854698844,0,0
63833.85243087931,0,4,5,4.233513965219848,0,1679,55069.01268221763,0,0
77269.84427734053,22,6,24,1.1138688143529616,1,3568,61476.730330376784,0,0
97969.33608875987,15,4,15,1.4224794082670633,0,1720,156977.9937661235,0,0
60860.782260985034,2,4,10,17.074157109244666,0,1861,107525.45887391898,0,0
15857.781313973173,23,4,26,3.878054198230571,0,3414,271139.82124348846,0,1
16294.563340412366,5,1,17,38.159183060069736,0,2036,41580.698996063686,0,0
127649.95896112607,2,6,14,18.150179085686187,0,1183,49510.69640694744,0,0
108307.53608849544,18,6,7,40.03281082405505,0,2835,76431.3628106013,0,0
30042.872899062357,7,5,22,11.153517544672745,0,1779,48310.22792602412,0,0
59033.357576734925,21,0,2,18.115771214857702,0,3218,43525.14053743283,0,0
36666.421745383974,1,1,23,14.906851450827034,0,3258,33310.567603735464,0,0
19969.91034701939,18,0,3,86.36489248735997,0,710,142648.18930206922,0,0
39476.78952234831,14,0,4,31.87324935779191,0,3273,60997.95668939743,0,0
30474.55863821292,21,0,16,18.09713114800475,0,30,74797.75740542315,1,0
8602.381396428103,13,0,16,18.657855185967684,0,3235,18260.079159718698,1,1
70216.0827037027,13,3,27,5.721712619720776,0,529,23204.281813328766,0,0
59944.56630503414,22,5,22,26.541871966507095,1,2794,33216.17379694095,0,0
125389.27615706781,3,0,3,81.29516720979811,0,2960,50094.27562911506,0,0
96838.87409978139,23,1,17,2.7721721819638985,0,1249,3593.7061259088705,0,0
42064.70343588388,18,0,26,20.28144514708273,0,2372,175420.5461519693,0,0
68578.27666560432,21,3,17,14.591299486533572,0,1503,187233.1376930056,0,0
76804.98660674166,6,1,22,37.997300673888,0,801,86701.02796081068,0,0
249554.63427520706,15,6,20,0.0009374178005902433,0,2554,30389.968580879096,0,0
400054.5101163635,7,5,7,2.9371938485534748,0,754,38932.05709735821,0,0
169033.7828838008,14,2,25,0.7555490543700449,1,1268,105956.05709290487,1,0
82577.51005929662,19,1,8,3.5570296902828136,0,2827,26982.397633818266,0,0
263257.418754898,4,6,19,24.615665649354447,0,772,75107.04641090446,1,0
19615.202042118966,21,3,7,3.0088179606196537,0,3263,189387.8778322394,0,0
119236.07514033993,0,5,1,19.474745288872775,0,1267,42271.36541465394,0,0
61705.26562765467,11,3,16,40.530266863008784,0,517,70754.06124331983,0,0
15636.019612840815,8,4,18,0.704743166136834,0,1216,211145.15052907684,0,0
7818.858039569466,18,2,25,0.5430341994112179,0,2901,33311.75943039148,0,0
65535.40957049421,17,0,26,91.80223138021866,0,2765,114049.31365942735,0,0
27308.145408904245,6,6,8,22.372702216004864,0,1668,112559.56505366067,0,0
28835.73120678171,10,3,7,3.0326322807767974,0,2026,211039.24896290907,0,0
38598.148365648514,10,4,27,7.325618390737497,0,2674,156486.959374825,0,0
126714.05992555567,19,4,10,84.0009737688382,0,291,110529.4437186226,1,0
17923.385053394704,19,5,2,5.155128861419559,0,3098,80961.47408897702,0,0
126427.45733027827,14,0,15,27.95330046567479,0,666,22080.128807544857,0,0
152652.20763097037,22,6,14,5.51986842404728,0,3603,88850.4186997651,1,0
90258.5322404839,16,6,2,10.165498607171306,0,37,25886.12772592104,0,0
28443.073527366614,2,6,7,42.522991792606824,0,651,46388.280434433196,0,0
5290.778459070232,10,5,23,0.5770232431370946,0,2114,98946.85697992716,0,0
52415.593150410044,12,1,22,7.341293454335713,0,1408,89888.38062048696,0,0
188023.1540214535,5,2,26,13.357103085785138,0,1055,41026.08892417649,0,1
10744.075240139027,13,0,12,19.64298849853793,0,402,16137.544455931691,0,0
136582.83117361777,10,5,5,0.5729624329481484,0,2251,52953.9700342553,0,0
63090.46832430397,12,0,6,10.575412409449497,0,1024,25173.892022737946,0,0
229098.33990430107,16,1,16,8.440647263696018,0,1580,23596.35388821174,0,0
44036.420688721395,13,1,12,0.5446821283578095,0,3344,31656.263060764137,0,0
121992.88688378493,20,3,9,8.781504379296898,0,3002,97998.76329213183,0,0
134753.28936107262,13,1,20,53.67348129361007,0,3586,55018.68198474817,0,0
22157.192818133615,3,1,12,6.421425252510139,0,3643,37366.517267649426,0,0
17214.977609766654,3,2,10,17.618051761168296,0,3318,184684.07964846294,0,0
9731.645295294022,13,5,17,7.0791643906941655,0,1504,98146.75184862345,0,0
120926.12412491461,13,5,25,2.2558976582249697,0,2424,54600.769222026276,0,0
79440.60188982193,6,6,24,6.842018400729547,0,2554,43756.07691557676,0,0
9071.142012574575,15,6,11,12.72623273556169,0,1200,136695.07334624513,0,0
36865.23170106529,13,2,18,7.0254597262960665,1,1520,15188.742956013695,0,0
15355.501321771972,4,2,4,19.57233118471983,1,3030,87288.18683233016,0,0
9726.12072161463,6,0,3,59.55341615810636,0,676,1699.141091215649,0,0
35492.100385450445,16,6,19,1.4357546985727585,0,1288,558.804146839789,0,0
10125.341913306436,14,2,6,25.246475804016697,0,3108,214805.73115682293,0,0
30135.64774572885,23,2,23,0.025143940708684906,0,3179,57721.852303714,0,0
80456.86188320596,6,4,8,0.020440422725392458,0,2073,30280.6303676161,0,0
82303.76818211476,9,2,7,2.852465800912501,0,424,126661.15732795223,0,0
18392.5603625546,17,0,15,13.075856611100459,0,3453,335064.32392197486,0,0
21197.307311587094,10,5,12,0.9838896511134323,1,1503,2801.5913637448903,0,0
193082.54729466495,21,4,15,25.613604831265985,1,3047,3095.997662361554,0,0
18264.348708026828,13,6,9,0.594376130359355,0,1645,154361.56623357415,0,0
4682.064505254344,3,0,2,13.681044297716147,0,2731,65083.35385808694,0,0
28080.0273333866,2,0,26,22.54632493485946,0,1179,171470.11529861405,0,0
85902.79945370824,23,4,20,5.424382824368042,0,489,94901.91577128004,0,0
725.0687513137423,13,4,15,17.316617206886733,1,2470,50878.71090618701,0,0
419884.341064696,19,4,18,6.070306251058247,0,3537,14076.557090654416,1,0
26187.0879879606,2,4,13,4.818444710805584,0,109,39525.497584251956,0,0
27196.29719312204,20,0,16,34.117810470070665,0,3494,123771.56248853804,0,0
134177.0426118951,2,4,15,8.096706367766187,0,2680,21317.238196579616,0,0
28525.713075395637,19,1,11,33.637975125791904,0,3520,99685.45262426474,0,0
50443.1734549574,11,5,3,4.890137918278667,0,2777,22731.821145509657,0,0
78508.41709937724,9,6,29,8.796956664581677,0,3217,49820.223804285764,1,0
2211.522057087913,19,2,10,2.166382508605892,0,1933,7144.276884540329,0,0
181580.19440372716,17,6,17,13.723446760280158,0,853,48557.33250552237,0,0
71754.39328044851,11,6,8,9.612211042368395,0,2383,75884.98094659671,0,0
37530.30591849653,23,6,5,0.11948862167037677,1,629,66284.01062839341,0,0
51047.00668345836,3,2,21,12.504355587748403,0,2584,41732.93167693993,0,0
5744.345448712442,18,5,8,1.5465783231484476,0,448,36924.150978451566,0,0
126578.1200523861,18,1,15,36.2747091335048,0,117,25770.702860014164,0,0
77545.19758063027,16,5,11,13.612248372356765,0,1005,116573.08472995614,0,0
245330.8468158291,7,0,9,23.426930640989625,0,3135,122095.32496211246,0,0
62396.97606390714,10,0,25,34.42259027939225,1,1788,52781.25551733136,0,0
176259.80179242024,4,2,26,1.0506792898050983,0,2790,38574.09916827565,0,1
20865.963190472616,4,3,25,8.225572000657571,0,488,81161.4669648662,0,0
5816.884039951908,12,5,2,0.5087732686556503,0,3222,65267.19792722398,1,0
296501.1501310516,3,6,7,1.018006084360816,0,2666,88030.41998558356,0,0
29700.282558297225,12,1,16,0.771333527370375,1,181,29224.455954624464,0,1
179326.294828256,15,1,7,12.998173345638337,0,2378,124225.5383796165,0,0
29750.848743696595,11,2,4,11.981411501026319,0,1292,30470.714579351024,0,0
16941.523694874668,13,6,5,1.2639179746743654,0,3528,43402.267141299555,0,0
131875.12133500923,20,4,14,6.086217119221084,0,3176,11364.055761023119,0,0
150690.89873528524,20,5,22,5.607276869492078,0,3453,154685.7468886937,0,0
185541.98837926274,8,3,7,7.0370214960250355,0,790,82687.50355235761,0,0
200150.8252176751,5,0,13,20.475425352014565,0,1191,21460.380465979728,0,0
65996.61972891031,7,0,18,23.884890373256475,0,2607,152691.18205061826,0,0
51118.71749480005,15,0,10,8.282190165660593,0,1984,97606.28006708238,1,0
139017.77571107872,18,0,2,31.045150212505177,0,1580,46697.55258588081,1,0
84254.39059413206,1,1,13,10.820892253894211,0,1040,367166.0436848008,0,0
336055.88650833064,5,1,2,14.77974702035018,0,1851,32903.73631598964,0,0
47134.21427661899,1,4,29,3.145936484857665,0,2544,8388.81275624285,0,0
4382.183418609534,18,1,15,5.302643377375826,0,2082,105778.19060596294,0,0
88990.33920612992,18,4,5,26.006387684345302,0,2768,113191.65326325771,0,0
43613.50578992331,12,6,22,75.48198243338285,1,974,4862.004663536239,0,0
41957.46921713123,16,4,11,24.392124480016122,0,966,136926.1219220141,0,0
83130.42914519485,20,6,6,1.1144488418768381,0,2615,119667.85299427221,0,0
254824.64219191813,7,0,19,3.08381185381789,0,888,212280.83844621654,0,0
31055.266268083098,8,0,28,11.803818566202551,1,1789,10094.880383370735,1,0
47738.01683806727,22,1,15,26.378162687920344,0,1394,73465.33427367287,0,0
221870.0392812693,4,6,4,3.6288178846013848,1,2122,19817.704156512733,0,0
225588.41163861495,7,1,7,27.79168626906096,0,1560,40791.67822179898,0,1
26734.242570790033,8,4,23,16.23121587794248,0,623,24640.66915325431,0,0
122530.05906312162,15,2,22,29.792532369306098,0,1266,47724.87278870952,0,0
53710.27690593615,15,0,17,16.312517104958406,1,457,9581.67036665328,0,0
274888.0841069235,11,6,10,18.45237311665479,0,2288,28936.780113752826,1,1
131768.40588356403,10,3,22,5.720257753654337,0,1424,5884.7249128884805,0,0
68191.70261416695,17,2,29,25.472870747884908,0,3202,54155.45231205875,1,0
170051.94639117832,12,0,17,37.15982760311708,0,2719,28155.828982682775,0,0
615565.0246224102,2,0,11,41.0039948722281,0,3135,71388.077440411,0,0
59247.55911887695,17,1,21,0.597910062301238,1,1071,48770.12440777988,0,0
46762.63086193646,10,3,22,19.59514594010177,1,3327,22361.56765702175,0,0
93403.75257970646,10,5,16,91.20075154306961,0,2579,8690.62185669321,0,0
114911.36969655378,4,3,7,17.682069708997695,0,3640,111971.9923438189,0,0
121891.22579685923,2,0,8,3.757193458458034,1,3083,80220.37431718454,1,1
64166.14140167001,1,5,16,42.01054024925048,0,3549,2678.751480926936,0,0
40390.54977635977,14,5,16,6.138831429312087,0,2425,363492.59882212395,0,0
172554.90493902226,4,4,25,0.921160647641921,0,2271,82287.41706362838,0,0
317630.2766239414,4,3,22,11.260560935342713,0,1928,18572.804925469452,0,0
199496.69705609314,20,2,27,2.1132710850661685,1,74,146855.34019180218,1,1
114681.84370748959,15,4,23,2.4488288378820737,0,2182,171033.96749210625,0,0
44652.16881120037,16,1,4,12.445915581311631,0,1779,68206.21600710793,0,0
97414.00113797598,6,0,26,18.970257274538614,0,1635,173424.89632036976,0,0
10665.03065304881,1,0,7,47.160277832648035,1,306,2368.4575734501786,0,0
76338.29086276084,13,2,26,24.432753877102865,0,1896,232276.62472065553,0,1
151967.5824061311,17,2,17,36.979699324331605,1,1274,4712.395302587219,0,0
28909.52662781845,11,5,3,10.613235126822246,0,2589,82264.99605786012,0,0
69622.043610745,16,1,17,7.671871718050958,0,2325,33958.94679235322,0,0
7609.7600136588535,5,1,11,17.970994114272884,0,3241,3208.4760291327952,0,0
182323.13769222252,4,5,8,23.781655424617846,0,837,211931.54638965655,0,0
43113.98573877972,20,5,19,16.798191846018398,0,1221,11635.146917137412,1,0
87277.12630359532,20,3,7,6.144673275457578,1,2648,153791.84396403216,0,0
47567.54276067998,21,4,18,9.231945694355424,0,3407,32079.411044276916,0,0
91030.95708139331,6,0,28,11.89518777679316,0,440,108124.85064398238,0,0
136335.1416486553,17,3,28,0.2850599439338255,0,2844,23466.05499799153,1,0
39573.450789989336,19,1,21,42.37841966044133,1,3234,70056.81736433209,0,0
73243.15545871915,10,2,15,14.324638690705774,0,2104,128576.75464515651,0,0
158413.3470182522,4,3,19,27.808453194020693,0,183,66810.01490800934,0,0
116427.59206163051,5,2,26,3.772700047661216,0,2988,29286.38694612117,0,0
5876.637067789917,6,5,3,16.267630478259303,1,3488,21266.93924999261,0,1
84108.77823895674,2,4,16,52.10928693519672,1,1238,15370.902411337822,0,1
47213.97863740344,2,6,15,4.823013861079376,0,3101,146014.97056767164,0,0
123367.67877021633,1,2,5,8.488561505450114,0,3075,75522.27624093948,0,0
1680.8312135759281,19,6,14,9.83102386753421,1,325,56852.43268077736,0,1
40136.871887785426,3,6,24,9.667569064962263,0,3058,22969.851236401893,0,0
9046.432332725351,4,0,2,18.35696859733761,1,2827,45498.02713108133,0,0
253189.64750838763,1,4,27,10.00992467443481,0,1790,77419.9460053306,0,0
209151.06282819546,15,2,4,22.420501574921147,1,2224,5967.682062716553,0,0
344479.4481030342,11,3,20,13.25470022166918,0,2665,35792.38523543123,1,0
103133.21091420915,14,0,13,3.4306219152232114,0,3384,21902.717525327425,0,0
164531.83017027262,3,0,16,59.34998620920873,0,949,83193.11697429251,0,0
94641.17285160844,2,1,12,5.4760131582255545,0,1178,74566.98913573759,0,0
67736.00666191199,13,1,27,16.53219678746995,0,393,28467.22277711354,0,1
179468.64679525414,12,3,5,1.2522802864926628,0,1388,3401.768620434416,0,0
149685.1539691012,5,5,22,50.17292762908731,0,2406,16150.961536276094,0,0
132154.3893533622,3,1,25,52.6206962111404,0,2029,13954.183151458492,0,0
224347.6182996336,0,2,21,9.068246157685294,1,1080,67219.43360143098,0,0
264147.8717493148,2,5,12,2.578956234470197,0,1308,14838.102025203134,0,0
58930.495960965876,23,1,26,29.392138267612246,0,1687,52674.05733587312,0,0
33243.02459345912,11,0,8,6.083077854287863,0,1951,76263.11150124669,0,0
71700.05216826861,2,3,5,24.12054075084633,0,1986,169331.99451777618,0,0
9768.581754601435,22,2,3,49.33698079359503,0,1213,22485.92301192332,0,0
278321.23379433627,17,0,22,17.84358959494259,0,1618,16455.036861955974,1,0
412604.0942372956,13,0,13,39.4998303933477,0,1040,15220.605081449083,0,0
105758.03156207124,4,4,4,5.088774849930728,1,2235,35756.649906033854,0,0
137105.7809058191,22,1,21,48.25486451348272,1,746,83798.83865575287,1,0
39107.71956910207,0,6,8,5.140330136986747,0,3248,89145.78476135473,0,0
201191.34264002158,13,5,27,5.118503726688424,0,2321,18955.25369287495,0,0
230561.5050524026,11,2,27,42.38342982633982,0,2543,11254.46672534478,0,0
8002.014719910214,0,3,4,16.189282617670834,1,3619,47634.89026405167,0,0
14092.30644853078,23,3,7,32.13299744605336,0,2655,12176.724928330601,0,0
30225.837373457907,1,3,3,32.43919433370378,0,2019,134097.83424938514,0,0
121629.6675067384,11,4,4,20.823553056587045,0,3515,7008.759883187935,0,0
20256.26396726105,12,2,24,4.191562642522886,1,216,111576.23221978931,0,1
24856.4055708163,19,0,8,23.559217023187298,0,1705,3486.724065542669,0,0
48104.60684623701,14,5,13,1.3149913074154884,0,1317,131598.62343357486,0,0
94581.31548356429,15,4,13,4.479579157599811,0,2161,78926.68632060925,1,0
374267.544798449,18,5,9,20.595451190822082,0,2078,31132.675691211658,0,1
153198.94618971483,4,5,20,47.678028222197014,0,2386,41605.25384927197,0,0
81713.23222178029,1,1,26,29.54126461399956,0,1243,89574.75820977039,0,0
5064.741608017004,5,0,20,8.08305214956135,0,3472,16427.055339312796,0,0
72740.72387957633,7,3,5,34.71156579740771,0,980,176815.5475299587,0,0
22826.312101732645,20,1,14,67.9823662629701,0,3119,52759.529535446934,0,0
35677.359260397476,6,2,5,8.067855371334394,0,1820,114215.82010098176,0,0
28883.03147267209,20,2,3,4.1361894273554345,0,2965,56530.37714943319,0,0
